"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9510","test_change_name[-Name can't be empty-group2]","tests.mane_site_tests","Mon Nov 25 07:05:24 GMT 2024","passed","Mon Nov 25 07:05:34 GMT 2024","","test_nintondo_change_name","",""
"","2199","test_valid_changing_password","tests.wallet_tests","Mon Nov 25 07:08:32 GMT 2024","passed","Mon Nov 25 07:08:35 GMT 2024","","test_wallet_change_password","",""
"","10684","test_invalid_inscription_list[0.00000001-Price must be at least 1000 satoshi-group1]","tests.mane_site_tests","Mon Nov 25 07:08:18 GMT 2024","passed","Mon Nov 25 07:08:28 GMT 2024","","test_nintondo_inscription_list","",""
"","9465","test_change_name[A1ex--group1]","tests.mane_site_tests","Mon Nov 25 07:05:35 GMT 2024","passed","Mon Nov 25 07:05:44 GMT 2024","","test_nintondo_change_name","",""
"","3327","test_invalid_sending_inscriptions","tests.wallet_tests","Mon Nov 25 07:10:05 GMT 2024","passed","Mon Nov 25 07:10:09 GMT 2024","","test_wallet_send_inscription","",""
"","4850","test_create_invalid_password[--None]","tests.wallet_tests","Mon Nov 25 07:09:17 GMT 2024","passed","Mon Nov 25 07:09:22 GMT 2024","","test_wallet_password_verification","",""
"","1414","test_create_invalid_password[a1234567-7654321a-Passwords dismatches]","tests.wallet_tests","Mon Nov 25 07:09:04 GMT 2024","passed","Mon Nov 25 07:09:06 GMT 2024","","test_wallet_password_verification","",""
"","4562","test_valid_sending_transfers_zero_wallet","tests.wallet_tests","Mon Nov 25 07:10:53 GMT 2024","passed","Mon Nov 25 07:10:57 GMT 2024","","test_wallet_send_transfer","",""
"","2782","test_invalid_sendmoney[0.00000001-tbel1q0v7cjajnlkll0ppjsmdduwh2gfjml3nhmuks24-Fee exceeds amount]","tests.wallet_tests","Mon Nov 25 07:10:36 GMT 2024","passed","Mon Nov 25 07:10:39 GMT 2024","","test_wallet_send_money","",""
"","11292","test_invalid_inscription_list[0-Invalid price-group1]","tests.mane_site_tests","Mon Nov 25 07:08:06 GMT 2024","passed","Mon Nov 25 07:08:17 GMT 2024","","test_nintondo_inscription_list","",""
"","1427","test_restore_by_private_key","tests.wallet_tests","Mon Nov 25 07:09:38 GMT 2024","passed","Mon Nov 25 07:09:40 GMT 2024","","test_wallet_recovery_by_private_key","",""
"","19634","test_valid_change_image","tests.mane_site_tests","Mon Nov 25 07:04:55 GMT 2024","broken","Mon Nov 25 07:05:15 GMT 2024","","test_nintondo_change_image","",""
"","2542","test_invalid_sendmoney[-tbel1q0v7cjajnlkll0ppjsmdduwh2gfjml3nhmuks24-Minimum amount is 0.00000001 BEL]","tests.wallet_tests","Mon Nov 25 07:10:24 GMT 2024","passed","Mon Nov 25 07:10:26 GMT 2024","","test_wallet_send_money","",""
"","906","test_create_valid_password","tests.wallet_tests","Mon Nov 25 07:09:02 GMT 2024","passed","Mon Nov 25 07:09:03 GMT 2024","","test_wallet_password_verification","",""
"","4875","test_create_invalid_password[-a1234567-None]","tests.wallet_tests","Mon Nov 25 07:09:06 GMT 2024","passed","Mon Nov 25 07:09:11 GMT 2024","","test_wallet_password_verification","",""
"","2233","test_changing_password[)TFh1=!u5cBX9Q=E)WFO5*f7mJO7N&87D9vneR8bO69<(CfSf0Pp8s^lZX@p%3M9_smcB-)TFh1=!u5cBX9Q=E)WFO5*f7mJO7N&87D9vneR8bO69<(CfSf0Pp8s^lZX@p%3M9_smcB-success]","tests.wallet_tests","Mon Nov 25 07:08:41 GMT 2024","passed","Mon Nov 25 07:08:43 GMT 2024","","test_wallet_change_password","",""
"","3724","test_invalid_restore_by_mnemonic[data1-Please insert all the words]","tests.wallet_tests","Mon Nov 25 07:09:34 GMT 2024","passed","Mon Nov 25 07:09:37 GMT 2024","","test_wallet_recovery_by_old_mnemonic","",""
"","2381","test_invalid_sendmoney[--Invalid receiver's address]","tests.wallet_tests","Mon Nov 25 07:10:30 GMT 2024","passed","Mon Nov 25 07:10:32 GMT 2024","","test_wallet_send_money","",""
"","6154","test_valid_minting_transfers","tests.wallet_tests","Mon Nov 25 07:08:50 GMT 2024","passed","Mon Nov 25 07:08:56 GMT 2024","","test_wallet_mint_transfer","",""
"","2423","test_invalid_sendmoney[0.1--Invalid receiver's address]","tests.wallet_tests","Mon Nov 25 07:10:27 GMT 2024","passed","Mon Nov 25 07:10:29 GMT 2024","","test_wallet_send_money","",""
"","4871","test_create_invalid_password[a1234567--None]","tests.wallet_tests","Mon Nov 25 07:09:12 GMT 2024","passed","Mon Nov 25 07:09:17 GMT 2024","","test_wallet_password_verification","",""
"","935","test_invalid_create_mnemonic","tests.wallet_tests","Mon Nov 25 07:09:25 GMT 2024","passed","Mon Nov 25 07:09:26 GMT 2024","","test_wallet_recovery_by_new_mnemonic","",""
"","6033","test_valid_sending_transfers","tests.wallet_tests","Mon Nov 25 07:10:40 GMT 2024","passed","Mon Nov 25 07:10:46 GMT 2024","","test_wallet_send_transfer","",""
"","8484","test_change_name[MyName1sNintondo2024--group1]","tests.mane_site_tests","Mon Nov 25 07:05:45 GMT 2024","passed","Mon Nov 25 07:05:53 GMT 2024","","test_nintondo_change_name","",""
"","2199","test_changing_password[9PEx*Vqc)P1c+m>AdLi+EPuJG!HoJh3+poDx$@U?Hw<i2M-_%l8C_Kk8X2xwog-xeCVR*=-9PEx*Vqc)P1c+m>AdLi+EPuJG!HoJh3+poDx$@U?Hw<i2M-_%l8C_Kk8X2xwog-xeCVR*=-success]","tests.wallet_tests","Mon Nov 25 07:08:44 GMT 2024","passed","Mon Nov 25 07:08:46 GMT 2024","","test_wallet_change_password","",""
"","22366","test_unlist_error_","tests.mane_site_tests","Mon Nov 25 07:05:54 GMT 2024","skipped","Mon Nov 25 07:06:17 GMT 2024","","test_nintondo_inscription_buy","",""
"","1687","test_restore_by_invalid_private_key[--Invalid private key]","tests.wallet_tests","Mon Nov 25 07:09:45 GMT 2024","passed","Mon Nov 25 07:09:47 GMT 2024","","test_wallet_recovery_by_private_key","",""
"","22706","test_valid_inscription_list","tests.mane_site_tests","Mon Nov 25 07:07:07 GMT 2024","broken","Mon Nov 25 07:07:29 GMT 2024","","test_nintondo_inscription_list","",""
"","1764","test_restore_by_invalid_private_key[-Invalid private key]","tests.wallet_tests","Mon Nov 25 07:09:40 GMT 2024","passed","Mon Nov 25 07:09:42 GMT 2024","","test_wallet_recovery_by_private_key","",""
"","2215","test_changing_password[?#cyk!KTQd11ez!P7_O#!C+IK%(yv4DJvzpa1PS^!WQnOgp#EkA?HUpdLkBB3WOxbgWl+Ea-?#cyk!KTQd11ez!P7_O#!C+IK%(yv4DJvzpa1PS^!WQnOgp#EkA?HUpdLkBB3WOxbgWl+Ea-error]","tests.wallet_tests","Mon Nov 25 07:08:47 GMT 2024","passed","Mon Nov 25 07:08:49 GMT 2024","","test_wallet_change_password","",""
"","3396","test_valid_sending_inscriptions_zero_wallet","tests.wallet_tests","Mon Nov 25 07:10:09 GMT 2024","failed","Mon Nov 25 07:10:13 GMT 2024","","test_wallet_send_inscription","",""
"","8217","test_invalid_change_image","tests.mane_site_tests","Mon Nov 25 07:05:15 GMT 2024","passed","Mon Nov 25 07:05:24 GMT 2024","","test_nintondo_change_image","",""
"","2573","test_invalid_sendmoney[555555555-tbel1q0v7cjajnlkll0ppjsmdduwh2gfjml3nhmuks24-There's not enough money in your account]","tests.wallet_tests","Mon Nov 25 07:10:20 GMT 2024","passed","Mon Nov 25 07:10:23 GMT 2024","","test_wallet_send_money","",""
"","2463","test_invalid_sendmoney[-1tsn0tval1dAddre5-Invalid receiver's address]","tests.wallet_tests","Mon Nov 25 07:10:33 GMT 2024","passed","Mon Nov 25 07:10:36 GMT 2024","","test_wallet_send_money","",""
"","2321","test_wallet_address_verification","tests.wallet_tests","Mon Nov 25 07:08:29 GMT 2024","passed","Mon Nov 25 07:08:32 GMT 2024","","test_wallet_address_verification","",""
"","1711","test_restore_by_invalid_private_key[PihWthEm68TGZ2iWoDRWYJLmXPr5itHvKnhmYBz6vseVV6dN1rd-Invalid private key]","tests.wallet_tests","Mon Nov 25 07:09:43 GMT 2024","passed","Mon Nov 25 07:09:45 GMT 2024","","test_wallet_recovery_by_private_key","",""
"","1620","test_invalid_restore_by_mnemonic[-Please insert all the words]","tests.wallet_tests","Mon Nov 25 07:09:31 GMT 2024","passed","Mon Nov 25 07:09:33 GMT 2024","","test_wallet_recovery_by_old_mnemonic","",""
"","1353","test_valid_create_mnemonic","tests.wallet_tests","Mon Nov 25 07:09:23 GMT 2024","passed","Mon Nov 25 07:09:24 GMT 2024","","test_wallet_recovery_by_new_mnemonic","",""
"","8468","test_purchase_inscription_without_money","tests.mane_site_tests","Mon Nov 25 07:06:57 GMT 2024","passed","Mon Nov 25 07:07:06 GMT 2024","","test_nintondo_inscription_buy","",""
"","2083","test_changing_password[--error]","tests.wallet_tests","Mon Nov 25 07:08:35 GMT 2024","passed","Mon Nov 25 07:08:37 GMT 2024","","test_wallet_change_password","",""
"","16415","test_valid_purchase_inscription","tests.mane_site_tests","Mon Nov 25 07:06:17 GMT 2024","passed","Mon Nov 25 07:06:34 GMT 2024","","test_nintondo_inscription_buy","",""
"","3695","test_restore_by_mnemonic","tests.wallet_tests","Mon Nov 25 07:09:27 GMT 2024","passed","Mon Nov 25 07:09:31 GMT 2024","","test_wallet_recovery_by_old_mnemonic","",""
"","22301","test_unlist_error_inscription","tests.mane_site_tests","Mon Nov 25 07:06:34 GMT 2024","broken","Mon Nov 25 07:06:57 GMT 2024","","test_nintondo_inscription_buy","",""
"","4857","test_mint_transfer_zero_wallet","tests.wallet_tests","Mon Nov 25 07:08:57 GMT 2024","passed","Mon Nov 25 07:09:02 GMT 2024","","test_wallet_mint_transfer","",""
"","2154","test_changing_password[)TFh1=!u5cBX9Q=E)WFO5*f7mJO7N&87D9vneR8bO69<(CfSf0Pp8s^lZX@p%3M9_smcB-1nvalid-error]","tests.wallet_tests","Mon Nov 25 07:08:38 GMT 2024","passed","Mon Nov 25 07:08:40 GMT 2024","","test_wallet_change_password","",""
"","5209","test_invalid_sending_transfers","tests.wallet_tests","Mon Nov 25 07:10:47 GMT 2024","passed","Mon Nov 25 07:10:52 GMT 2024","","test_wallet_send_transfer","",""
"","5886","test_valid_sendmoney","tests.wallet_tests","Mon Nov 25 07:10:14 GMT 2024","passed","Mon Nov 25 07:10:19 GMT 2024","","test_wallet_send_money","",""
"","9966","test_invalid_inscription_list[21000001-Price should be less than 21,000,000 BEL-group2]","tests.mane_site_tests","Mon Nov 25 07:07:55 GMT 2024","passed","Mon Nov 25 07:08:05 GMT 2024","","test_nintondo_inscription_list","",""
"","23982","test_valid_inscription_unlist","tests.mane_site_tests","Mon Nov 25 07:07:30 GMT 2024","broken","Mon Nov 25 07:07:54 GMT 2024","","test_nintondo_inscription_list","",""
"","16739","test_valid_sending_inscriptions","tests.wallet_tests","Mon Nov 25 07:09:48 GMT 2024","broken","Mon Nov 25 07:10:05 GMT 2024","","test_wallet_send_inscription","",""
