"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2980","test_invalid_sendmoney[0.00001-tbel1q0v7cjajnlkll0ppjsmdduwh2gfjml3nhmuks24-Fee exceeds amount1]","tests.wallet_tests","Tue Dec 31 09:23:49 GMT 2024","passed","Tue Dec 31 09:23:52 GMT 2024","","test_wallet_send_money","",""
"","6257","test_valid_sending_inscriptions","tests.wallet_tests","Tue Dec 31 09:22:58 GMT 2024","failed","Tue Dec 31 09:23:05 GMT 2024","","test_wallet_send_inscription","",""
"","1693","test_restore_by_invalid_private_key[PihWthEm68TGZ2iWoDRWYJLmXPr5itHvKnhmYBz6vseVV6dN1rd-Invalid private key]","tests.wallet_tests","Tue Dec 31 09:22:53 GMT 2024","passed","Tue Dec 31 09:22:55 GMT 2024","","test_wallet_recovery_by_private_key","",""
"","1713","test_restore_by_invalid_private_key[-Invalid private key]","tests.wallet_tests","Tue Dec 31 09:22:51 GMT 2024","passed","Tue Dec 31 09:22:53 GMT 2024","","test_wallet_recovery_by_private_key","",""
"","3689","test_invalid_restore_by_mnemonic[data1-Please insert all the words]","tests.wallet_tests","Tue Dec 31 09:22:44 GMT 2024","passed","Tue Dec 31 09:22:48 GMT 2024","","test_wallet_recovery_by_old_mnemonic","",""
"","2379","test_invalid_sendmoney[0.1--Invalid receiver's address]","tests.wallet_tests","Tue Dec 31 09:23:36 GMT 2024","passed","Tue Dec 31 09:23:38 GMT 2024","","test_wallet_send_money","",""
"","2149","test_valid_changing_password","tests.wallet_tests","Tue Dec 31 09:21:43 GMT 2024","passed","Tue Dec 31 09:21:45 GMT 2024","","test_wallet_change_password","",""
"","2220","test_changing_password[9PEx*Vqc)P1c+m>AdLi+EPuJG!HoJh3+poDx$@U?Hw<i2M-_%l8C_Kk8X2xwog-xeCVR*=-9PEx*Vqc)P1c+m>AdLi+EPuJG!HoJh3+poDx$@U?Hw<i2M-_%l8C_Kk8X2xwog-xeCVR*=-success]","tests.wallet_tests","Tue Dec 31 09:21:54 GMT 2024","passed","Tue Dec 31 09:21:57 GMT 2024","","test_wallet_change_password","",""
"","2268","test_changing_password[?#cyk!KTQd11ez!P7_O#!C+IK%(yv4DJvzpa1PS^!WQnOgp#EkA?HUpdLkBB3WOxbgWl+Ea-?#cyk!KTQd11ez!P7_O#!C+IK%(yv4DJvzpa1PS^!WQnOgp#EkA?HUpdLkBB3WOxbgWl+Ea-error]","tests.wallet_tests","Tue Dec 31 09:21:57 GMT 2024","passed","Tue Dec 31 09:22:00 GMT 2024","","test_wallet_change_password","",""
"","6354","test_valid_sendmoney[0.777-tbel1q0v7cjajnlkll0ppjsmdduwh2gfjml3nhmuks24]","tests.wallet_tests","Tue Dec 31 09:23:15 GMT 2024","passed","Tue Dec 31 09:23:21 GMT 2024","","test_wallet_send_money","",""
"","2206","test_changing_password[)TFh1=!u5cBX9Q=E)WFO5*f7mJO7N&87D9vneR8bO69<(CfSf0Pp8s^lZX@p%3M9_smcB-)TFh1=!u5cBX9Q=E)WFO5*f7mJO7N&87D9vneR8bO69<(CfSf0Pp8s^lZX@p%3M9_smcB-success]","tests.wallet_tests","Tue Dec 31 09:21:51 GMT 2024","passed","Tue Dec 31 09:21:54 GMT 2024","","test_wallet_change_password","",""
"","2355","test_wallet_address_verification","tests.wallet_tests","Tue Dec 31 09:21:40 GMT 2024","passed","Tue Dec 31 09:21:42 GMT 2024","","test_wallet_address_verification","",""
"","4861","test_create_invalid_password[--None]","tests.wallet_tests","Tue Dec 31 09:22:28 GMT 2024","passed","Tue Dec 31 09:22:33 GMT 2024","","test_wallet_password_verification","",""
"","3121","test_invalid_sendmoney[555555555-tbel1q0v7cjajnlkll0ppjsmdduwh2gfjml3nhmuks24-There's not enough money in your account]","tests.wallet_tests","Tue Dec 31 09:23:29 GMT 2024","passed","Tue Dec 31 09:23:32 GMT 2024","","test_wallet_send_money","",""
"","4873","test_create_invalid_password[a1234567--None]","tests.wallet_tests","Tue Dec 31 09:22:22 GMT 2024","passed","Tue Dec 31 09:22:27 GMT 2024","","test_wallet_password_verification","",""
"","1400","test_valid_create_mnemonic","tests.wallet_tests","Tue Dec 31 09:22:34 GMT 2024","passed","Tue Dec 31 09:22:35 GMT 2024","","test_wallet_recovery_by_new_mnemonic","",""
"","997","test_invalid_create_mnemonic","tests.wallet_tests","Tue Dec 31 09:22:36 GMT 2024","passed","Tue Dec 31 09:22:37 GMT 2024","","test_wallet_recovery_by_new_mnemonic","",""
"","6077","test_valid_sending_transfers","tests.wallet_tests","Tue Dec 31 09:23:53 GMT 2024","passed","Tue Dec 31 09:23:59 GMT 2024","","test_wallet_send_transfer","",""
"","2162","test_changing_password[--error]","tests.wallet_tests","Tue Dec 31 09:21:46 GMT 2024","passed","Tue Dec 31 09:21:48 GMT 2024","","test_wallet_change_password","",""
"","2185","test_changing_password[)TFh1=!u5cBX9Q=E)WFO5*f7mJO7N&87D9vneR8bO69<(CfSf0Pp8s^lZX@p%3M9_smcB-1nvalid-error]","tests.wallet_tests","Tue Dec 31 09:21:49 GMT 2024","passed","Tue Dec 31 09:21:51 GMT 2024","","test_wallet_change_password","",""
"","4056","test_invalid_sending_inscriptions","tests.wallet_tests","Tue Dec 31 09:23:05 GMT 2024","passed","Tue Dec 31 09:23:09 GMT 2024","","test_wallet_send_inscription","",""
"","899","test_create_valid_password","tests.wallet_tests","Tue Dec 31 09:22:13 GMT 2024","passed","Tue Dec 31 09:22:14 GMT 2024","","test_wallet_password_verification","",""
