"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2667","test_invalid_sendmoney[0.00000001-tbel1q0v7cjajnlkll0ppjsmdduwh2gfjml3nhmuks24-Fee exceeds amount]","tests.wallet_tests","Fri Nov 29 13:49:53 GMT 2024","passed","Fri Nov 29 13:49:56 GMT 2024","","test_wallet_send_money","",""
"","2301","test_invalid_sendmoney[0.1--Invalid receiver's address]","tests.wallet_tests","Fri Nov 29 13:49:44 GMT 2024","passed","Fri Nov 29 13:49:46 GMT 2024","","test_wallet_send_money","",""
"","4895","test_invalid_sending_transfers","tests.wallet_tests","Fri Nov 29 13:50:03 GMT 2024","passed","Fri Nov 29 13:50:08 GMT 2024","","test_wallet_send_transfer","",""
"","4866","test_valid_sending_inscriptions","tests.wallet_tests","Fri Nov 29 13:49:17 GMT 2024","passed","Fri Nov 29 13:49:22 GMT 2024","","test_wallet_send_inscription","",""
"","974","test_invalid_create_mnemonic","tests.wallet_tests","Fri Nov 29 13:48:56 GMT 2024","passed","Fri Nov 29 13:48:57 GMT 2024","","test_wallet_recovery_by_new_mnemonic","",""
"","5616","test_valid_sending_transfers","tests.wallet_tests","Fri Nov 29 13:49:56 GMT 2024","passed","Fri Nov 29 13:50:02 GMT 2024","","test_wallet_send_transfer","",""
"","1566","test_invalid_restore_by_mnemonic[-Please insert all the words]","tests.wallet_tests","Fri Nov 29 13:49:02 GMT 2024","passed","Fri Nov 29 13:49:03 GMT 2024","","test_wallet_recovery_by_old_mnemonic","",""
"","3352","test_valid_sending_inscriptions_zero_wallet","tests.wallet_tests","Fri Nov 29 13:49:27 GMT 2024","passed","Fri Nov 29 13:49:30 GMT 2024","","test_wallet_send_inscription","",""
"","5884","test_valid_sendmoney","tests.wallet_tests","Fri Nov 29 13:49:31 GMT 2024","passed","Fri Nov 29 13:49:37 GMT 2024","","test_wallet_send_money","",""
"","4538","test_valid_sending_transfers_zero_wallet","tests.wallet_tests","Fri Nov 29 13:50:08 GMT 2024","passed","Fri Nov 29 13:50:13 GMT 2024","","test_wallet_send_transfer","",""
"","2304","test_invalid_sendmoney[--Invalid receiver's address]","tests.wallet_tests","Fri Nov 29 13:49:47 GMT 2024","passed","Fri Nov 29 13:49:49 GMT 2024","","test_wallet_send_money","",""
"","6338","test_valid_minting_transfers","tests.wallet_tests","Fri Nov 29 13:48:20 GMT 2024","passed","Fri Nov 29 13:48:27 GMT 2024","","test_wallet_mint_transfer","",""
"","2075","test_changing_password[--error]","tests.wallet_tests","Fri Nov 29 13:48:06 GMT 2024","passed","Fri Nov 29 13:48:08 GMT 2024","","test_wallet_change_password","",""
"","890","test_create_valid_password","tests.wallet_tests","Fri Nov 29 13:48:34 GMT 2024","passed","Fri Nov 29 13:48:34 GMT 2024","","test_wallet_password_verification","",""
"","4849","test_create_invalid_password[a1234567--None]","tests.wallet_tests","Fri Nov 29 13:48:43 GMT 2024","passed","Fri Nov 29 13:48:48 GMT 2024","","test_wallet_password_verification","",""
"","2149","test_valid_changing_password","tests.wallet_tests","Fri Nov 29 13:48:03 GMT 2024","passed","Fri Nov 29 13:48:05 GMT 2024","","test_wallet_change_password","",""
"","3449","test_restore_by_mnemonic","tests.wallet_tests","Fri Nov 29 13:48:58 GMT 2024","passed","Fri Nov 29 13:49:01 GMT 2024","","test_wallet_recovery_by_old_mnemonic","",""
"","1267","test_restore_by_private_key","tests.wallet_tests","Fri Nov 29 13:49:08 GMT 2024","passed","Fri Nov 29 13:49:09 GMT 2024","","test_wallet_recovery_by_private_key","",""
"","5275","test_mint_transfer_zero_wallet","tests.wallet_tests","Fri Nov 29 13:48:28 GMT 2024","passed","Fri Nov 29 13:48:33 GMT 2024","","test_wallet_mint_transfer","",""
"","2383","test_changing_password[?#cyk!KTQd11ez!P7_O#!C+IK%(yv4DJvzpa1PS^!WQnOgp#EkA?HUpdLkBB3WOxbgWl+Ea-?#cyk!KTQd11ez!P7_O#!C+IK%(yv4DJvzpa1PS^!WQnOgp#EkA?HUpdLkBB3WOxbgWl+Ea-error]","tests.wallet_tests","Fri Nov 29 13:48:17 GMT 2024","passed","Fri Nov 29 13:48:20 GMT 2024","","test_wallet_change_password","",""
"","2504","test_invalid_sendmoney[555555555-tbel1q0v7cjajnlkll0ppjsmdduwh2gfjml3nhmuks24-There's not enough money in your account]","tests.wallet_tests","Fri Nov 29 13:49:38 GMT 2024","passed","Fri Nov 29 13:49:40 GMT 2024","","test_wallet_send_money","",""
"","3466","test_invalid_restore_by_mnemonic[data1-Please insert all the words]","tests.wallet_tests","Fri Nov 29 13:49:04 GMT 2024","passed","Fri Nov 29 13:49:07 GMT 2024","","test_wallet_recovery_by_old_mnemonic","",""
"","2421","test_invalid_sendmoney[-tbel1q0v7cjajnlkll0ppjsmdduwh2gfjml3nhmuks24-Minimum amount is 0.00000001 BEL]","tests.wallet_tests","Fri Nov 29 13:49:41 GMT 2024","passed","Fri Nov 29 13:49:43 GMT 2024","","test_wallet_send_money","",""
"","1606","test_restore_by_invalid_private_key[--Invalid private key]","tests.wallet_tests","Fri Nov 29 13:49:15 GMT 2024","passed","Fri Nov 29 13:49:17 GMT 2024","","test_wallet_recovery_by_private_key","",""
"","2071","test_changing_password[)TFh1=!u5cBX9Q=E)WFO5*f7mJO7N&87D9vneR8bO69<(CfSf0Pp8s^lZX@p%3M9_smcB-1nvalid-error]","tests.wallet_tests","Fri Nov 29 13:48:09 GMT 2024","passed","Fri Nov 29 13:48:11 GMT 2024","","test_wallet_change_password","",""
"","1621","test_restore_by_invalid_private_key[-Invalid private key]","tests.wallet_tests","Fri Nov 29 13:49:10 GMT 2024","passed","Fri Nov 29 13:49:12 GMT 2024","","test_wallet_recovery_by_private_key","",""
"","1660","test_restore_by_invalid_private_key[PihWthEm68TGZ2iWoDRWYJLmXPr5itHvKnhmYBz6vseVV6dN1rd-Invalid private key]","tests.wallet_tests","Fri Nov 29 13:49:13 GMT 2024","passed","Fri Nov 29 13:49:14 GMT 2024","","test_wallet_recovery_by_private_key","",""
"","4853","test_create_invalid_password[-a1234567-None]","tests.wallet_tests","Fri Nov 29 13:48:37 GMT 2024","passed","Fri Nov 29 13:48:42 GMT 2024","","test_wallet_password_verification","",""
"","2352","test_invalid_sendmoney[-1tsn0tval1dAddre5-Invalid receiver's address]","tests.wallet_tests","Fri Nov 29 13:49:50 GMT 2024","passed","Fri Nov 29 13:49:52 GMT 2024","","test_wallet_send_money","",""
