"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2461","test_invalid_sendmoney[555555555-tbel1q0v7cjajnlkll0ppjsmdduwh2gfjml3nhmuks24-There's not enough money in your account]","tests.wallet_tests","Thu Dec 05 06:59:05 GMT 2024","passed","Thu Dec 05 06:59:08 GMT 2024","","test_wallet_send_money","",""
"","3449","test_restore_by_mnemonic","tests.wallet_tests","Thu Dec 05 06:58:08 GMT 2024","passed","Thu Dec 05 06:58:12 GMT 2024","","test_wallet_recovery_by_old_mnemonic","",""
"","2285","test_wallet_address_verification","tests.wallet_tests","Thu Dec 05 06:57:12 GMT 2024","passed","Thu Dec 05 06:57:14 GMT 2024","","test_wallet_address_verification","",""
"","6341","test_valid_minting_transfers","tests.wallet_tests","Thu Dec 05 06:57:32 GMT 2024","passed","Thu Dec 05 06:57:39 GMT 2024","","test_wallet_mint_transfer","",""
"","2465","test_invalid_sendmoney[-tbel1q0v7cjajnlkll0ppjsmdduwh2gfjml3nhmuks24-Minimum amount is 0.00000001 BEL]","tests.wallet_tests","Thu Dec 05 06:59:08 GMT 2024","passed","Thu Dec 05 06:59:11 GMT 2024","","test_wallet_send_money","",""
"","2180","test_changing_password[?#cyk!KTQd11ez!P7_O#!C+IK%(yv4DJvzpa1PS^!WQnOgp#EkA?HUpdLkBB3WOxbgWl+Ea-?#cyk!KTQd11ez!P7_O#!C+IK%(yv4DJvzpa1PS^!WQnOgp#EkA?HUpdLkBB3WOxbgWl+Ea-error]","tests.wallet_tests","Thu Dec 05 06:57:29 GMT 2024","passed","Thu Dec 05 06:57:31 GMT 2024","","test_wallet_change_password","",""
"","5566","test_valid_sending_transfers","tests.wallet_tests","Thu Dec 05 06:59:24 GMT 2024","passed","Thu Dec 05 06:59:30 GMT 2024","","test_wallet_send_transfer","",""
"","2060","test_valid_changing_password","tests.wallet_tests","Thu Dec 05 06:57:15 GMT 2024","passed","Thu Dec 05 06:57:17 GMT 2024","","test_wallet_change_password","",""
"","1640","test_restore_by_invalid_private_key[--Invalid private key]","tests.wallet_tests","Thu Dec 05 06:58:26 GMT 2024","passed","Thu Dec 05 06:58:28 GMT 2024","","test_wallet_recovery_by_private_key","",""
"","2048","test_changing_password[--error]","tests.wallet_tests","Thu Dec 05 06:57:18 GMT 2024","passed","Thu Dec 05 06:57:20 GMT 2024","","test_wallet_change_password","",""
"","1640","test_restore_by_invalid_private_key[-Invalid private key]","tests.wallet_tests","Thu Dec 05 06:58:21 GMT 2024","passed","Thu Dec 05 06:58:23 GMT 2024","","test_wallet_recovery_by_private_key","",""
"","3244","test_invalid_sending_inscriptions","tests.wallet_tests","Thu Dec 05 06:58:46 GMT 2024","passed","Thu Dec 05 06:58:50 GMT 2024","","test_wallet_send_inscription","",""
