"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4817","test_create_invalid_password[-a1234567-None]","tests.wallet_tests","Sun Dec 01 11:03:09 GMT 2024","passed","Sun Dec 01 11:03:14 GMT 2024","","test_wallet_password_verification","",""
"","2447","test_invalid_sendmoney[555555555-tbel1q0v7cjajnlkll0ppjsmdduwh2gfjml3nhmuks24-There's not enough money in your account]","tests.wallet_tests","Sun Dec 01 11:04:10 GMT 2024","passed","Sun Dec 01 11:04:13 GMT 2024","","test_wallet_send_money","",""
"","2116","test_changing_password[)TFh1=!u5cBX9Q=E)WFO5*f7mJO7N&87D9vneR8bO69<(CfSf0Pp8s^lZX@p%3M9_smcB-)TFh1=!u5cBX9Q=E)WFO5*f7mJO7N&87D9vneR8bO69<(CfSf0Pp8s^lZX@p%3M9_smcB-success]","tests.wallet_tests","Sun Dec 01 11:02:44 GMT 2024","passed","Sun Dec 01 11:02:46 GMT 2024","","test_wallet_change_password","",""
"","3732","test_invalid_restore_by_mnemonic[data1-Please insert all the words]","tests.wallet_tests","Sun Dec 01 11:03:36 GMT 2024","passed","Sun Dec 01 11:03:40 GMT 2024","","test_wallet_recovery_by_old_mnemonic","",""
"","5835","test_valid_sendmoney","tests.wallet_tests","Sun Dec 01 11:04:04 GMT 2024","passed","Sun Dec 01 11:04:09 GMT 2024","","test_wallet_send_money","",""
"","2254","test_invalid_sendmoney[0.1--Invalid receiver's address]","tests.wallet_tests","Sun Dec 01 11:04:16 GMT 2024","passed","Sun Dec 01 11:04:19 GMT 2024","","test_wallet_send_money","",""
"","4828","test_create_invalid_password[a1234567--None]","tests.wallet_tests","Sun Dec 01 11:03:15 GMT 2024","passed","Sun Dec 01 11:03:20 GMT 2024","","test_wallet_password_verification","",""
"","3329","test_valid_sending_inscriptions_zero_wallet","tests.wallet_tests","Sun Dec 01 11:04:00 GMT 2024","passed","Sun Dec 01 11:04:03 GMT 2024","","test_wallet_send_inscription","",""
"","1659","test_invalid_restore_by_mnemonic[-Please insert all the words]","tests.wallet_tests","Sun Dec 01 11:03:34 GMT 2024","passed","Sun Dec 01 11:03:35 GMT 2024","","test_wallet_recovery_by_old_mnemonic","",""
"","1628","test_restore_by_invalid_private_key[-Invalid private key]","tests.wallet_tests","Sun Dec 01 11:03:43 GMT 2024","passed","Sun Dec 01 11:03:44 GMT 2024","","test_wallet_recovery_by_private_key","",""
"","6220","test_valid_minting_transfers","tests.wallet_tests","Sun Dec 01 11:02:53 GMT 2024","passed","Sun Dec 01 11:02:59 GMT 2024","","test_wallet_mint_transfer","",""
"","3440","test_restore_by_mnemonic","tests.wallet_tests","Sun Dec 01 11:03:30 GMT 2024","passed","Sun Dec 01 11:03:33 GMT 2024","","test_wallet_recovery_by_old_mnemonic","",""
"","4496","test_valid_sending_transfers_zero_wallet","tests.wallet_tests","Sun Dec 01 11:04:41 GMT 2024","passed","Sun Dec 01 11:04:45 GMT 2024","","test_wallet_send_transfer","",""
"","2247","test_wallet_address_verification","tests.wallet_tests","Sun Dec 01 11:02:33 GMT 2024","passed","Sun Dec 01 11:02:35 GMT 2024","","test_wallet_address_verification","",""
