"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3850","test_valid_sending_inscriptions_zero_wallet","tests.wallet_tests","Wed Dec 11 12:52:28 GMT 2024","passed","Wed Dec 11 12:52:32 GMT 2024","","test_wallet_send_inscription","",""
"","1350","test_valid_create_mnemonic","tests.wallet_tests","Wed Dec 11 12:51:53 GMT 2024","passed","Wed Dec 11 12:51:54 GMT 2024","","test_wallet_recovery_by_new_mnemonic","",""
"","4838","test_create_invalid_password[-a1234567-None]","tests.wallet_tests","Wed Dec 11 12:51:36 GMT 2024","passed","Wed Dec 11 12:51:41 GMT 2024","","test_wallet_password_verification","",""
"","2359","test_changing_password[)TFh1=!u5cBX9Q=E)WFO5*f7mJO7N&87D9vneR8bO69<(CfSf0Pp8s^lZX@p%3M9_smcB-1nvalid-error]","tests.wallet_tests","Wed Dec 11 12:51:07 GMT 2024","passed","Wed Dec 11 12:51:10 GMT 2024","","test_wallet_change_password","",""
"","2475","test_invalid_sendmoney[-tbel1q0v7cjajnlkll0ppjsmdduwh2gfjml3nhmuks24-Minimum amount is 0.00001 BEL]","tests.wallet_tests","Wed Dec 11 12:52:50 GMT 2024","passed","Wed Dec 11 12:52:52 GMT 2024","","test_wallet_send_money","",""
"","3647","test_invalid_restore_by_mnemonic[data1-Please insert all the words]","tests.wallet_tests","Wed Dec 11 12:52:03 GMT 2024","passed","Wed Dec 11 12:52:07 GMT 2024","","test_wallet_recovery_by_old_mnemonic","",""
"","1663","test_restore_by_invalid_private_key[-Invalid private key]","tests.wallet_tests","Wed Dec 11 12:52:10 GMT 2024","passed","Wed Dec 11 12:52:12 GMT 2024","","test_wallet_recovery_by_private_key","",""
"","2232","test_changing_password[?#cyk!KTQd11ez!P7_O#!C+IK%(yv4DJvzpa1PS^!WQnOgp#EkA?HUpdLkBB3WOxbgWl+Ea-?#cyk!KTQd11ez!P7_O#!C+IK%(yv4DJvzpa1PS^!WQnOgp#EkA?HUpdLkBB3WOxbgWl+Ea-error]","tests.wallet_tests","Wed Dec 11 12:51:16 GMT 2024","passed","Wed Dec 11 12:51:19 GMT 2024","","test_wallet_change_password","",""
"","2426","test_invalid_sendmoney[-1tsn0tval1dAddre5-Invalid receiver's address]","tests.wallet_tests","Wed Dec 11 12:52:59 GMT 2024","passed","Wed Dec 11 12:53:02 GMT 2024","","test_wallet_send_money","",""
"","2704","test_invalid_sendmoney[0.00001-tbel1q0v7cjajnlkll0ppjsmdduwh2gfjml3nhmuks24-Fee exceeds amount1]","tests.wallet_tests","Wed Dec 11 12:53:06 GMT 2024","passed","Wed Dec 11 12:53:09 GMT 2024","","test_wallet_send_money","",""
