"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3478","test_invalid_sending_inscriptions","tests.wallet_tests","Fri Dec 06 10:49:21 GMT 2024","passed","Fri Dec 06 10:49:25 GMT 2024","","test_wallet_send_inscription","",""
"","3348","test_valid_sending_inscriptions_zero_wallet","tests.wallet_tests","Fri Dec 06 10:49:26 GMT 2024","passed","Fri Dec 06 10:49:29 GMT 2024","","test_wallet_send_inscription","",""
"","3594","test_invalid_restore_by_mnemonic[data1-Please insert all the words]","tests.wallet_tests","Fri Dec 06 10:48:54 GMT 2024","passed","Fri Dec 06 10:48:58 GMT 2024","","test_wallet_recovery_by_old_mnemonic","",""
"","4742","test_invalid_sending_transfers","tests.wallet_tests","Fri Dec 06 10:50:14 GMT 2024","passed","Fri Dec 06 10:50:18 GMT 2024","","test_wallet_send_transfer","",""
"","1727","test_restore_by_invalid_private_key[PihWthEm68TGZ2iWoDRWYJLmXPr5itHvKnhmYBz6vseVV6dN1rd-Invalid private key]","tests.wallet_tests","Fri Dec 06 10:49:03 GMT 2024","passed","Fri Dec 06 10:49:05 GMT 2024","","test_wallet_recovery_by_private_key","",""
"","6494","test_valid_sendmoney[0.777-tbel1q0v7cjajnlkll0ppjsmdduwh2gfjml3nhmuks24]","tests.wallet_tests","Fri Dec 06 10:49:30 GMT 2024","passed","Fri Dec 06 10:49:36 GMT 2024","","test_wallet_send_money","",""
"","2183","test_changing_password[9PEx*Vqc)P1c+m>AdLi+EPuJG!HoJh3+poDx$@U?Hw<i2M-_%l8C_Kk8X2xwog-xeCVR*=-9PEx*Vqc)P1c+m>AdLi+EPuJG!HoJh3+poDx$@U?Hw<i2M-_%l8C_Kk8X2xwog-xeCVR*=-success]","tests.wallet_tests","Fri Dec 06 10:48:04 GMT 2024","passed","Fri Dec 06 10:48:07 GMT 2024","","test_wallet_change_password","",""
"","2697","test_invalid_sendmoney[0.00001-tbel1q0v7cjajnlkll0ppjsmdduwh2gfjml3nhmuks24-Fee exceeds amount1]","tests.wallet_tests","Fri Dec 06 10:50:03 GMT 2024","passed","Fri Dec 06 10:50:06 GMT 2024","","test_wallet_send_money","",""
"","3033","test_invalid_sendmoney[555555555-tbel1q0v7cjajnlkll0ppjsmdduwh2gfjml3nhmuks24-There's not enough money in your account]","tests.wallet_tests","Fri Dec 06 10:49:44 GMT 2024","passed","Fri Dec 06 10:49:47 GMT 2024","","test_wallet_send_money","",""
"","4805","test_create_invalid_password[--None]","tests.wallet_tests","Fri Dec 06 10:48:38 GMT 2024","passed","Fri Dec 06 10:48:43 GMT 2024","","test_wallet_password_verification","",""
"","2428","test_invalid_sendmoney[-1tsn0tval1dAddre5-Invalid receiver's address]","tests.wallet_tests","Fri Dec 06 10:49:57 GMT 2024","passed","Fri Dec 06 10:49:59 GMT 2024","","test_wallet_send_money","",""
"","12527","test_valid_sending_inscriptions","tests.wallet_tests","Fri Dec 06 10:49:08 GMT 2024","failed","Fri Dec 06 10:49:21 GMT 2024","","test_wallet_send_inscription","",""
"","2327","test_wallet_address_verification","tests.wallet_tests","Fri Dec 06 10:47:50 GMT 2024","passed","Fri Dec 06 10:47:52 GMT 2024","","test_wallet_address_verification","",""
"","5377","test_mint_transfer_zero_wallet","tests.wallet_tests","Fri Dec 06 10:48:17 GMT 2024","passed","Fri Dec 06 10:48:23 GMT 2024","","test_wallet_mint_transfer","",""
"","2219","test_changing_password[?#cyk!KTQd11ez!P7_O#!C+IK%(yv4DJvzpa1PS^!WQnOgp#EkA?HUpdLkBB3WOxbgWl+Ea-?#cyk!KTQd11ez!P7_O#!C+IK%(yv4DJvzpa1PS^!WQnOgp#EkA?HUpdLkBB3WOxbgWl+Ea-error]","tests.wallet_tests","Fri Dec 06 10:48:07 GMT 2024","passed","Fri Dec 06 10:48:09 GMT 2024","","test_wallet_change_password","",""
"","1318","test_create_invalid_password[a1234567-7654321a-Passwords dismatches]","tests.wallet_tests","Fri Dec 06 10:48:25 GMT 2024","passed","Fri Dec 06 10:48:27 GMT 2024","","test_wallet_password_verification","",""
"","4653","test_valid_sending_transfers_zero_wallet","tests.wallet_tests","Fri Dec 06 10:50:19 GMT 2024","passed","Fri Dec 06 10:50:24 GMT 2024","","test_wallet_send_transfer","",""
"","4832","test_create_invalid_password[-a1234567-None]","tests.wallet_tests","Fri Dec 06 10:48:27 GMT 2024","passed","Fri Dec 06 10:48:32 GMT 2024","","test_wallet_password_verification","",""
"","3521","test_restore_by_mnemonic","tests.wallet_tests","Fri Dec 06 10:48:48 GMT 2024","passed","Fri Dec 06 10:48:51 GMT 2024","","test_wallet_recovery_by_old_mnemonic","",""
"","2152","test_valid_changing_password","tests.wallet_tests","Fri Dec 06 10:47:53 GMT 2024","passed","Fri Dec 06 10:47:55 GMT 2024","","test_wallet_change_password","",""
"","2485","test_invalid_sendmoney[-tbel1q0v7cjajnlkll0ppjsmdduwh2gfjml3nhmuks24-Minimum amount is 0.00001 BEL]","tests.wallet_tests","Fri Dec 06 10:49:47 GMT 2024","passed","Fri Dec 06 10:49:50 GMT 2024","","test_wallet_send_money","",""
