"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1378","test_create_invalid_password[a1234567-7654321a-Passwords dismatches]","tests.wallet_tests","Fri Nov 22 10:30:27 GMT 2024","passed","Fri Nov 22 10:30:28 GMT 2024","","test_wallet_password_verification","",""
"","8267","test_invalid_change_image","tests.mane_site_tests","Fri Nov 22 10:28:12 GMT 2024","passed","Fri Nov 22 10:28:20 GMT 2024","","test_nintondo_change_image","",""
"","2157","test_changing_password[)TFh1=!u5cBX9Q=E)WFO5*f7mJO7N&87D9vneR8bO69<(CfSf0Pp8s^lZX@p%3M9_smcB-1nvalid-error]","tests.wallet_tests","Fri Nov 22 10:30:02 GMT 2024","passed","Fri Nov 22 10:30:04 GMT 2024","","test_wallet_change_password","",""
"","2447","test_invalid_sendmoney[-1tsn0tval1dAddre5-Invalid receiver's address]","tests.wallet_tests","Fri Nov 22 10:31:46 GMT 2024","passed","Fri Nov 22 10:31:48 GMT 2024","","test_wallet_send_money","",""
"","2749","test_invalid_sendmoney[0.00000001-tbel1q0v7cjajnlkll0ppjsmdduwh2gfjml3nhmuks24-Fee exceeds amount]","tests.wallet_tests","Fri Nov 22 10:31:49 GMT 2024","passed","Fri Nov 22 10:31:52 GMT 2024","","test_wallet_send_money","",""
"","3484","test_valid_sending_inscriptions_zero_wallet","tests.wallet_tests","Fri Nov 22 10:31:20 GMT 2024","failed","Fri Nov 22 10:31:24 GMT 2024","","test_wallet_send_inscription","",""
"","4728","test_valid_sending_transfers_zero_wallet","tests.wallet_tests","Fri Nov 22 10:32:04 GMT 2024","failed","Fri Nov 22 10:32:09 GMT 2024","","test_wallet_send_transfer","",""
"","2259","test_wallet_address_verification","tests.wallet_tests","Fri Nov 22 10:29:53 GMT 2024","passed","Fri Nov 22 10:29:55 GMT 2024","","test_wallet_address_verification","",""
"","3425","test_restore_by_mnemonic","tests.wallet_tests","Fri Nov 22 10:30:49 GMT 2024","passed","Fri Nov 22 10:30:53 GMT 2024","","test_wallet_recovery_by_old_mnemonic","",""
"","2821","test_invalid_sendmoney[--Invalid receiver's address]","tests.wallet_tests","Fri Nov 22 10:31:42 GMT 2024","passed","Fri Nov 22 10:31:45 GMT 2024","","test_wallet_send_money","",""
