"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3394","test_valid_sending_inscriptions_zero_wallet","tests.wallet_tests","Fri Nov 22 10:56:51 GMT 2024","failed","Fri Nov 22 10:56:55 GMT 2024","","test_wallet_send_inscription","",""
"","2867","test_invalid_sendmoney[-1tsn0tval1dAddre5-Invalid receiver's address]","tests.wallet_tests","Fri Nov 22 10:57:16 GMT 2024","passed","Fri Nov 22 10:57:19 GMT 2024","","test_wallet_send_money","",""
"","1705","test_restore_by_invalid_private_key[-Invalid private key]","tests.wallet_tests","Fri Nov 22 10:56:33 GMT 2024","passed","Fri Nov 22 10:56:35 GMT 2024","","test_wallet_recovery_by_private_key","",""
"","2760","test_invalid_sendmoney[-tbel1q0v7cjajnlkll0ppjsmdduwh2gfjml3nhmuks24-Minimum amount is 0.00000001 BEL]","tests.wallet_tests","Fri Nov 22 10:57:06 GMT 2024","passed","Fri Nov 22 10:57:08 GMT 2024","","test_wallet_send_money","",""
"","5312","test_invalid_sending_transfers","tests.wallet_tests","Fri Nov 22 10:57:30 GMT 2024","passed","Fri Nov 22 10:57:35 GMT 2024","","test_wallet_send_transfer","",""
"","1674","test_restore_by_invalid_private_key[--Invalid private key]","tests.wallet_tests","Fri Nov 22 10:56:38 GMT 2024","passed","Fri Nov 22 10:56:40 GMT 2024","","test_wallet_recovery_by_private_key","",""
"","1336","test_create_invalid_password[a1234567-7654321a-Passwords dismatches]","tests.wallet_tests","Fri Nov 22 10:55:57 GMT 2024","passed","Fri Nov 22 10:55:58 GMT 2024","","test_wallet_password_verification","",""
"","9537","test_change_name[MyName1sNintondo2024--group1]","tests.mane_site_tests","Fri Nov 22 10:52:37 GMT 2024","passed","Fri Nov 22 10:52:47 GMT 2024","","test_nintondo_change_name","",""
"","8936","test_change_name[-Name can't be empty-group2]","tests.mane_site_tests","Fri Nov 22 10:52:18 GMT 2024","passed","Fri Nov 22 10:52:27 GMT 2024","","test_nintondo_change_name","",""
"","22715","test_unlist_error_inscription","tests.mane_site_tests","Fri Nov 22 10:53:29 GMT 2024","broken","Fri Nov 22 10:53:51 GMT 2024","","test_nintondo_inscription_buy","",""
"","997","test_invalid_create_mnemonic","tests.wallet_tests","Fri Nov 22 10:56:18 GMT 2024","passed","Fri Nov 22 10:56:19 GMT 2024","","test_wallet_recovery_by_new_mnemonic","",""
"","3728","test_invalid_restore_by_mnemonic[data1-Please insert all the words]","tests.wallet_tests","Fri Nov 22 10:56:27 GMT 2024","passed","Fri Nov 22 10:56:30 GMT 2024","","test_wallet_recovery_by_old_mnemonic","",""
"","1740","test_restore_by_invalid_private_key[PihWthEm68TGZ2iWoDRWYJLmXPr5itHvKnhmYBz6vseVV6dN1rd-Invalid private key]","tests.wallet_tests","Fri Nov 22 10:56:36 GMT 2024","passed","Fri Nov 22 10:56:38 GMT 2024","","test_wallet_recovery_by_private_key","",""
"","23926","test_valid_inscription_unlist","tests.mane_site_tests","Fri Nov 22 10:54:24 GMT 2024","broken","Fri Nov 22 10:54:48 GMT 2024","","test_nintondo_inscription_list","",""
"","1641","test_invalid_restore_by_mnemonic[-Please insert all the words]","tests.wallet_tests","Fri Nov 22 10:56:24 GMT 2024","passed","Fri Nov 22 10:56:26 GMT 2024","","test_wallet_recovery_by_old_mnemonic","",""
"","4871","test_create_invalid_password[--None]","tests.wallet_tests","Fri Nov 22 10:56:10 GMT 2024","passed","Fri Nov 22 10:56:15 GMT 2024","","test_wallet_password_verification","",""
"","878","test_create_valid_password","tests.wallet_tests","Fri Nov 22 10:55:55 GMT 2024","passed","Fri Nov 22 10:55:56 GMT 2024","","test_wallet_password_verification","",""
"","10049","test_invalid_inscription_list[21000001-Price should be less than 21,000,000 BEL-group2]","tests.mane_site_tests","Fri Nov 22 10:54:49 GMT 2024","passed","Fri Nov 22 10:54:59 GMT 2024","","test_nintondo_inscription_list","",""
"","4872","test_create_invalid_password[-a1234567-None]","tests.wallet_tests","Fri Nov 22 10:55:59 GMT 2024","passed","Fri Nov 22 10:56:04 GMT 2024","","test_wallet_password_verification","",""
"","19603","test_valid_change_image","tests.mane_site_tests","Fri Nov 22 10:51:46 GMT 2024","broken","Fri Nov 22 10:52:06 GMT 2024","","test_nintondo_change_image","",""
"","10676","test_invalid_inscription_list[0.00000001-Price must be at least 1000 satoshi-group1]","tests.mane_site_tests","Fri Nov 22 10:55:11 GMT 2024","passed","Fri Nov 22 10:55:22 GMT 2024","","test_nintondo_inscription_list","",""
"","22602","test_unlist_error_","tests.mane_site_tests","Fri Nov 22 10:52:48 GMT 2024","skipped","Fri Nov 22 10:53:10 GMT 2024","","test_nintondo_inscription_buy","",""
"","2655","test_invalid_sendmoney[555555555-tbel1q0v7cjajnlkll0ppjsmdduwh2gfjml3nhmuks24-There's not enough money in your account]","tests.wallet_tests","Fri Nov 22 10:57:02 GMT 2024","passed","Fri Nov 22 10:57:05 GMT 2024","","test_wallet_send_money","",""
"","11230","test_invalid_change_image","tests.mane_site_tests","Fri Nov 22 10:52:06 GMT 2024","passed","Fri Nov 22 10:52:18 GMT 2024","","test_nintondo_change_image","",""
"","2181","test_changing_password[--error]","tests.wallet_tests","Fri Nov 22 10:55:29 GMT 2024","passed","Fri Nov 22 10:55:31 GMT 2024","","test_wallet_change_password","",""
"","1430","test_valid_create_mnemonic","tests.wallet_tests","Fri Nov 22 10:56:16 GMT 2024","passed","Fri Nov 22 10:56:17 GMT 2024","","test_wallet_recovery_by_new_mnemonic","",""
"","10688","test_invalid_inscription_list[0-Invalid price-group1]","tests.mane_site_tests","Fri Nov 22 10:54:59 GMT 2024","passed","Fri Nov 22 10:55:10 GMT 2024","","test_nintondo_inscription_list","",""
"","3714","test_restore_by_mnemonic","tests.wallet_tests","Fri Nov 22 10:56:20 GMT 2024","passed","Fri Nov 22 10:56:24 GMT 2024","","test_wallet_recovery_by_old_mnemonic","",""
"","5765","test_valid_sending_transfers","tests.wallet_tests","Fri Nov 22 10:57:24 GMT 2024","passed","Fri Nov 22 10:57:29 GMT 2024","","test_wallet_send_transfer","",""
"","5410","test_valid_minting_transfers","tests.wallet_tests","Fri Nov 22 10:55:44 GMT 2024","passed","Fri Nov 22 10:55:49 GMT 2024","","test_wallet_mint_transfer","",""
