"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2135","test_changing_password[?#cyk!KTQd11ez!P7_O#!C+IK%(yv4DJvzpa1PS^!WQnOgp#EkA?HUpdLkBB3WOxbgWl+Ea-?#cyk!KTQd11ez!P7_O#!C+IK%(yv4DJvzpa1PS^!WQnOgp#EkA?HUpdLkBB3WOxbgWl+Ea-error]","tests.wallet_tests","Tue Nov 19 07:52:08 GMT 2024","passed","Tue Nov 19 07:52:10 GMT 2024","","test_wallet_change_password","",""
"","3562","test_invalid_restore_by_mnemonic[data1-Please insert all the words]","tests.wallet_tests","Tue Nov 19 07:52:54 GMT 2024","passed","Tue Nov 19 07:52:57 GMT 2024","","test_wallet_recovery_by_old_mnemonic","",""
"","2231","test_changing_password[9PEx*Vqc)P1c+m>AdLi+EPuJG!HoJh3+poDx$@U?Hw<i2M-_%l8C_Kk8X2xwog-xeCVR*=-9PEx*Vqc)P1c+m>AdLi+EPuJG!HoJh3+poDx$@U?Hw<i2M-_%l8C_Kk8X2xwog-xeCVR*=-success]","tests.wallet_tests","Tue Nov 19 07:52:05 GMT 2024","passed","Tue Nov 19 07:52:07 GMT 2024","","test_wallet_change_password","",""
"","1375","test_create_invalid_password[a1234567-7654321a-Passwords dismatches]","tests.wallet_tests","Tue Nov 19 07:52:25 GMT 2024","passed","Tue Nov 19 07:52:26 GMT 2024","","test_wallet_password_verification","",""
"","8616","test_valid_sendmoney","tests.wallet_tests","Tue Nov 19 07:53:23 GMT 2024","passed","Tue Nov 19 07:53:32 GMT 2024","","test_wallet_send_money","",""
"","1722","test_restore_by_invalid_private_key[PihWthEm68TGZ2iWoDRWYJLmXPr5itHvKnhmYBz6vseVV6dN1rd-Invalid private key]","tests.wallet_tests","Tue Nov 19 07:53:02 GMT 2024","passed","Tue Nov 19 07:53:04 GMT 2024","","test_wallet_recovery_by_private_key","",""
"","1684","test_restore_by_invalid_private_key[-Invalid private key]","tests.wallet_tests","Tue Nov 19 07:53:00 GMT 2024","passed","Tue Nov 19 07:53:02 GMT 2024","","test_wallet_recovery_by_private_key","",""
"","2492","test_invalid_sendmoney[-1tsn0tval1dAddre5-Invalid receiver's address]","tests.wallet_tests","Tue Nov 19 07:53:45 GMT 2024","passed","Tue Nov 19 07:53:48 GMT 2024","","test_wallet_send_money","",""
"","5623","test_valid_minting_transfers","tests.wallet_tests","Tue Nov 19 07:52:10 GMT 2024","failed","Tue Nov 19 07:52:16 GMT 2024","","test_wallet_mint_transfer","",""
"","5506","test_valid_sending_transfers","tests.wallet_tests","Tue Nov 19 07:53:52 GMT 2024","failed","Tue Nov 19 07:53:58 GMT 2024","","test_wallet_send_transfer","",""
"","2321","test_wallet_address_verification","tests.wallet_tests","Tue Nov 19 07:51:50 GMT 2024","passed","Tue Nov 19 07:51:53 GMT 2024","","test_wallet_address_verification","",""
"","884","test_create_valid_password","tests.wallet_tests","Tue Nov 19 07:52:23 GMT 2024","passed","Tue Nov 19 07:52:24 GMT 2024","","test_wallet_password_verification","",""
"","5618","test_mint_transfer_zero_wallet","tests.wallet_tests","Tue Nov 19 07:52:17 GMT 2024","passed","Tue Nov 19 07:52:22 GMT 2024","","test_wallet_mint_transfer","",""
"","9387","test_invalid_inscription_list[0-Invalid price-group1]","tests.mane_site_tests","Tue Nov 19 07:51:26 GMT 2024","passed","Tue Nov 19 07:51:35 GMT 2024","","test_nintondo_inscription_list","",""
"","6225","test_valid_sending_inscriptions","tests.wallet_tests","Tue Nov 19 07:53:07 GMT 2024","failed","Tue Nov 19 07:53:14 GMT 2024","","test_wallet_send_inscription","",""
"","13408","test_valid_inscription_unlist","tests.mane_site_tests","Tue Nov 19 07:51:00 GMT 2024","passed","Tue Nov 19 07:51:14 GMT 2024","","test_nintondo_inscription_list","",""
"","1423","test_valid_create_mnemonic","tests.wallet_tests","Tue Nov 19 07:52:43 GMT 2024","passed","Tue Nov 19 07:52:45 GMT 2024","","test_wallet_recovery_by_new_mnemonic","",""
"","3871","test_valid_sending_inscriptions_zero_wallet","tests.wallet_tests","Tue Nov 19 07:53:19 GMT 2024","passed","Tue Nov 19 07:53:23 GMT 2024","","test_wallet_send_inscription","",""
"","2426","test_invalid_sendmoney[0.1--Invalid receiver's address]","tests.wallet_tests","Tue Nov 19 07:53:39 GMT 2024","passed","Tue Nov 19 07:53:42 GMT 2024","","test_wallet_send_money","",""
"","2830","test_invalid_sendmoney[0.00000001-tbel1q0v7cjajnlkll0ppjsmdduwh2gfjml3nhmuks24-Fee exceeds amount]","tests.wallet_tests","Tue Nov 19 07:53:49 GMT 2024","passed","Tue Nov 19 07:53:51 GMT 2024","","test_wallet_send_money","",""
"","2034","test_changing_password[--error]","tests.wallet_tests","Tue Nov 19 07:51:56 GMT 2024","passed","Tue Nov 19 07:51:58 GMT 2024","","test_wallet_change_password","",""
"","2217","test_valid_changing_password","tests.wallet_tests","Tue Nov 19 07:51:53 GMT 2024","passed","Tue Nov 19 07:51:56 GMT 2024","","test_wallet_change_password","",""
"","4862","test_create_invalid_password[a1234567--None]","tests.wallet_tests","Tue Nov 19 07:52:32 GMT 2024","passed","Tue Nov 19 07:52:37 GMT 2024","","test_wallet_password_verification","",""
"","4843","test_create_invalid_password[--None]","tests.wallet_tests","Tue Nov 19 07:52:38 GMT 2024","passed","Tue Nov 19 07:52:43 GMT 2024","","test_wallet_password_verification","",""
