"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2728","test_invalid_sendmoney[0.00000001-tbel1q0v7cjajnlkll0ppjsmdduwh2gfjml3nhmuks24-Fee exceeds amount]","tests.wallet_tests","Wed Dec 04 12:53:53 GMT 2024","passed","Wed Dec 04 12:53:56 GMT 2024","","test_wallet_send_money","",""
"","2066","test_changing_password[--error]","tests.wallet_tests","Wed Dec 04 12:51:50 GMT 2024","passed","Wed Dec 04 12:51:52 GMT 2024","","test_wallet_change_password","",""
"","5015","test_valid_sending_transfers","tests.wallet_tests","Wed Dec 04 12:53:57 GMT 2024","failed","Wed Dec 04 12:54:02 GMT 2024","","test_wallet_send_transfer","",""
"","908","test_create_valid_password","tests.wallet_tests","Wed Dec 04 12:52:17 GMT 2024","passed","Wed Dec 04 12:52:17 GMT 2024","","test_wallet_password_verification","",""
"","4720","test_valid_sending_transfers_zero_wallet","tests.wallet_tests","Wed Dec 04 12:54:09 GMT 2024","passed","Wed Dec 04 12:54:13 GMT 2024","","test_wallet_send_transfer","",""
"","1334","test_create_invalid_password[a1234567-7654321a-Passwords dismatches]","tests.wallet_tests","Wed Dec 04 12:52:18 GMT 2024","passed","Wed Dec 04 12:52:19 GMT 2024","","test_wallet_password_verification","",""
"","2080","test_valid_changing_password","tests.wallet_tests","Wed Dec 04 12:51:48 GMT 2024","passed","Wed Dec 04 12:51:50 GMT 2024","","test_wallet_change_password","",""
"","2512","test_invalid_sendmoney[-tbel1q0v7cjajnlkll0ppjsmdduwh2gfjml3nhmuks24-Minimum amount is 0.00000001 BEL]","tests.wallet_tests","Wed Dec 04 12:53:41 GMT 2024","passed","Wed Dec 04 12:53:43 GMT 2024","","test_wallet_send_money","",""
"","1624","test_restore_by_invalid_private_key[-Invalid private key]","tests.wallet_tests","Wed Dec 04 12:52:53 GMT 2024","passed","Wed Dec 04 12:52:55 GMT 2024","","test_wallet_recovery_by_private_key","",""
"","5203","test_invalid_sending_transfers","tests.wallet_tests","Wed Dec 04 12:54:03 GMT 2024","passed","Wed Dec 04 12:54:08 GMT 2024","","test_wallet_send_transfer","",""
"","7460","test_valid_sending_inscriptions_zero_wallet","tests.wallet_tests","Wed Dec 04 12:53:22 GMT 2024","broken","Wed Dec 04 12:53:30 GMT 2024","","test_wallet_send_inscription","",""
"","1621","test_restore_by_invalid_private_key[--Invalid private key]","tests.wallet_tests","Wed Dec 04 12:52:58 GMT 2024","passed","Wed Dec 04 12:52:59 GMT 2024","","test_wallet_recovery_by_private_key","",""
"","1330","test_restore_by_private_key","tests.wallet_tests","Wed Dec 04 12:52:51 GMT 2024","passed","Wed Dec 04 12:52:52 GMT 2024","","test_wallet_recovery_by_private_key","",""
"","3453","test_invalid_restore_by_mnemonic[data1-Please insert all the words]","tests.wallet_tests","Wed Dec 04 12:52:47 GMT 2024","passed","Wed Dec 04 12:52:50 GMT 2024","","test_wallet_recovery_by_old_mnemonic","",""
"","2096","test_changing_password[)TFh1=!u5cBX9Q=E)WFO5*f7mJO7N&87D9vneR8bO69<(CfSf0Pp8s^lZX@p%3M9_smcB-1nvalid-error]","tests.wallet_tests","Wed Dec 04 12:51:53 GMT 2024","passed","Wed Dec 04 12:51:55 GMT 2024","","test_wallet_change_password","",""
"","3389","test_restore_by_mnemonic","tests.wallet_tests","Wed Dec 04 12:52:40 GMT 2024","passed","Wed Dec 04 12:52:44 GMT 2024","","test_wallet_recovery_by_old_mnemonic","",""
